id,name_en,desc_en,keywords_en,name_pt,desc_pt,keywords_pt
~X~062845,Other Isotopes,"isotopes other than those of heading 28.44; compounds, inorganic or organic, of such isotopes, whether or not chemically defined.",NULL,Isótopos não especificados,"isótopos não os da posição 28.44; compostos, inorgânicos ou orgânicos, de tais isótopos, quer sejam ou não quimicamente definidos.",NULL
~X~062846,Rare-Earth Metal Compounds,"compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals.",NULL,"Compostos, inorgânicos ou orgânicos, de metais das terras raras","os compostos, inorgânicos ou orgânicos, de metais de terras raras, de ítrio ou de escândio ou das misturas destes metais.",NULL
~X~062847,Hydrogen peroxide,"hydrogen peroxide, whether or not solidified with urea.",NULL,O peróxido de hidrogênio,"o peróxido de hidrogênio, mesmo solidificado com uréia.",NULL
~X~062848,Phosphides,"phosphides, whether or not chemically defined, excluding ferrophosphorus.",NULL,Fosforetos,"fosforetos, de química definida ou não, excluindo ferrofósforos.",NULL
~X~062849,Carbides,"carbides, whether or not chemically defined.",NULL,Carbonetos,carbonetos de constituição química definida ou não.,NULL
~X~062850,Hydrides and other anions,"hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49.",NULL,"Hidretos, nitretos, azidas, silicietos e boretos","hidretos, nitretos, azidas, silicietos e boretos, de constituição química definida ou não, excepto os compostos que constituam igualmente carbonetos da posição 28.49.",NULL
~X~062851,Inorganic Compounds,"Inorganic compounds,liquid/compressed air,amalgams ne",NULL,NULL,NULL,NULL
~X~062852,Mercury Compounds,"compounds, inorganic or organic, of mercury, excluding amalgams.",NULL,"compostos, inorgânicos ou orgânicos, de mercúrio, excepto amálgamas.","compostos, inorgânicos ou orgânicos, de mercúrio, excepto amálgamas.",NULL
~X~062853,Other Inorganic Compounds,"other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals.",NULL,"outros compostos inorgânicos (incluindo água destilada ou água e condutividade igual grau de pureza), ar líquido (ou não gases raros foram eliminados); ar comprimido; amálgamas, excepto amálgamas de m","outros compostos inorgânicos (incluindo água destilada ou água e condutividade igual grau de pureza), ar líquido (ou não gases raros foram eliminados); ar comprimido; amálgamas, excepto amálgamas de metais preciosos.",NULL
~X~0629,Organic Chemicals,organic chemicals,NULL,produtos químicos orgânicos,produtos químicos orgânicos,NULL
~X~062901,Acyclic Hydrocarbons,acyclic hydrocarbons.,NULL,Hidrocarbonetos acíclicos,hidrocarbonetos acíclicos.,NULL
~X~062902,Cyclic Hydrocarbons,cyclic hydrocarbons.,NULL,Hidrocarbonetos cíclicos,hidrocarbonetos cíclicos.,NULL
~X~062903,Halogenated Hydrocarbons,halogenated derivatives of hydrocarbons.,NULL,Derivados halogenados de hidrocarbonetos,derivados halogenados dos hidrocarbonetos.,NULL
~X~062904,"Sulfonated, Nitrated or Nitrosated Hydrocarbons","sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated.",NULL,"Derivados sulfonados, nitrados ou nitrosados ​​dos hidrocarbonetos","sulfonados, nitrados ou nitrosados ​​dos hidrocarbonetos, mesmo halogenados.",NULL
~X~062905,Acyclic Alcohols,"acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,Álcoois acíclicos,"Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados.",NULL
~X~062906,Cyclic Alcohols,"cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,"Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados.",NULL
~X~062907,Phenols,phenols; phenol-alcohols.,alcohols,Fenóis fenóis-álcoois,"fenóis, fenóis-álcoois.",NULL
~X~062908,Phenol Derivatives,"halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols.",NULL,"Halogenados, sulfonados, nitrados ou nitrosados ​​dos fenóis ou fenóis-álcoois","halogenados, sulfonados, nitrados ou nitrosados ​​dos fenóis ou fenóis-álcoois.",NULL
~X~062909,Ethers,"ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,Éteres,"Éteres, éteres-álcoois, éteres-fenóis, éteres-álcoois-fenóis, peróxidos de álcoois, peróxidos de éteres, peróxidos de cetonas (de constituição química definida), e seus derivados halogenados, sulfonados, nitrados ou nitrosados.",NULL
~X~062910,Epoxides,"epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,Epóxidos,"epóxidos, epoxi-álcoois, epoxi e epoxi-éteres, com um anel de três membros e seus derivados halogenados, sulfonados, nitrados ou nitrosados.",NULL
~X~062911,Acetals and Hemiacetals,"acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,Acetais e hemiacetais,"acetais e hemiacetais, mesmo contendo outras funções oxigenadas, e seus derivados halogenados, sulfonados, nitrados ou nitrosados.",NULL
~X~062912,Aldehydes,"aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde.",NULL,Aldeídos,"aldeídos, mesmo contendo outras funções oxigenadas; polímeros cíclicos dos aldeídos;. paraformaldeído",NULL
~X~062913,Aldehyde Derivatives,"halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12.",NULL,"Halogenados, sulfonados, nitrados ou nitrosados ​​dos aldeídos","halogenados, sulfonados, nitrados ou nitrosados ​​dos produtos da posição 29.12.",NULL
~X~062914,Ketones and Quinones,"ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,Cetonas e quinonas,"cetonas e quinonas, mesmo contendo outras funções oxigenadas, e seus derivados halogenados, sulfonados, nitrados ou nitrosados.",NULL
~X~062915,Saturated Acyclic Monocarboxylic Acids,"saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,Saturados acíclicos Ácidos monocarboxílicos,"Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados.",NULL
~X~062916,Unsaturated Acyclic Monocarboxylic Acids,"unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,Acíclicos não saturados e ácidos monocarboxílicos,"Ácidos monocarboxílicos acíclicos não saturados, ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados.",NULL
~X~062917,Polycarboxylic Acids,"polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,Ácidos policarboxílicos,"os ácidos policarboxílicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados.",NULL
~X~062918,Carboxylic Acids,"carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,Ácidos carboxílicos contendo funções oxigenadas suplementares,"os ácidos carboxílicos contendo funções oxigenadas suplementares e seus anidridos, halogenetos, peróxidos e peroxiácidos;. seus derivados halogenados, sulfonados, nitrados ou nitrosados",NULL
~X~062919,Phosphoric Esters and Salts,"phosphoric esters and their salts, including lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,Ésteres fosfóricos e seus sais,"Ésteres fosfóricos e seus sais, incluindo os lactofosfatos; seus derivados halogenados, sulfonados, nitrados ou nitrosados.",NULL
~X~062920,Other Esters,"esters of other inorganic acids of non-metals (excluding esters of hydrogen halides) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives.",NULL,Ésteres de outros ácidos inorgânicos de não metais,"Ésteres de outros ácidos inorgânicos de não-metais (excepto os ésteres de halogenetos de hidrogênio) e seus sais;. seus derivados halogenados, sulfonados, nitrados ou nitrosados",NULL
~X~062921,Amine Compounds,amine-function compounds.,NULL,Compostos de função amina,compostos de função amina.,NULL
~X~062922,Oxygen Amino Compounds,oxygen-function amino-compounds.,NULL,Funções oxigenadas-amino-compostos,funções oxigenadas-amino-compostos.,NULL
~X~062923,Quaternary Ammonium Salts and Hydroxides,"quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or not chemically defined.",NULL,Sais de amónio quaternário e hidróxidos,"sais de amónio quaternário e hidróxidos; lecitinas e outros fosfoaminolípidos, química definida ou não.",NULL
~X~062924,Carboxyamide Compounds,carboxyamide-function compounds; amide-function compounds of carbonic acid.,NULL,Compostos de função carboxiamida,compostos de função carboxiamida; compostos de função amida do ácido carbônico.,NULL
~X~062925,Carboxyimide Compounds,carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds.,NULL,Compostos de função carboxiimida,compostos de função carboxiimida (incluindo a sacarina e seus sais) ou de função imina.,NULL
~X~062926,Nitrile Compounds,nitrile-function compounds.,NULL,Compostos de função nitrilo,compostos de função nitrilo.,NULL
~X~062927,"Diazo, Azo or Aoxy Compounds","diazo-, azo- or azoxy-compounds.",NULL,"Diazo-, ou azo-azoxy-compostos:","diazo-, azóicos ou azoxy-compostos.",NULL
~X~062928,Hydrazine or Hydroxylamine Derivatives,organic derivatives of hydrazine or of hydroxylamine.,NULL,Derivados orgânicos da hidrazina e da hidroxilamina:,derivados orgânicos de hidrazina ou de hidroxilamina.,NULL
~X~062929,Other Nitrogen Compounds,compounds with other nitrogen function.,NULL,Compostos de outras funções nitrogenadas,os compostos com a função de azoto outro.,NULL
~X~062930,Organo-Sulfur Compounds,organo-sulphur compounds.,NULL,Tiocompostos,compostos de enxofre orgânicos.,NULL
~X~062931,Other Organo-Inorganic Compounds,other organo-inorganic compounds.,NULL,Outros compostos organo-inorgânicos,outros compostos organo-inorgânicos.,NULL
~X~062932,Oxygen Heterocyclic Compounds,heterocyclic compounds with oxygen hetero-atom(s) only.,NULL,Compostos heterocíclicos exclusivamente de hetero-átomo (s) apenas,compostos heterocíclicos exclusivamente de hetero-átomo (s) apenas.,NULL
~X~062933,Nitrogen Heterocyclic Compounds,heterocyclic compounds with nitrogen hetero-atom(s) only.,NULL,Compostos heterocíclicos exclusivamente de hetero-átomo (s) apenas,compostos heterocíclicos exclusivamente de hetero-átomo (s) apenas.,NULL
~X~062934,Nucleic Acids,"nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds.",NULL,Os ácidos nucleicos e os seus sais,"os ácidos nucleicos e seus sais, de química definida ou não; outros compostos heterocíclicos.",NULL
~X~062935,Sulfonamides,sulphonamides.,NULL,Sulfonamidas,sulfonamidas.,NULL
~X~062936,Vitamins,"provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent.",NULL,Vitaminas,"provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluindo os concentrados naturais), seus derivados utilizados principalmente como vitaminas, misturados a anterior, ou não, em qualquer solvente.",NULL
~X~062937,Hormones,"hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones.",NULL,Hormônios,"os hormônios, prostaglandinas, tromboxanos e leucotrienos, naturais ou reproduzidos por síntese; derivados e análogos estruturais, incluídos os polipeptídios de cadeia modificada, utilizados principalmente como hormonas.",NULL
~X~062938,Glycosides,"glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives.",NULL,Glicosídeos,"heterósidos, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outros derivados.",NULL
~X~062939,Vegetable Alkaloids,"vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives.",NULL,Alcalóides vegetais,"alcalóides vegetais, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outros derivados.",NULL
~X~062940,Chemically Pure Sugars,"sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 29.37, 29.38 or 29.39.",NULL,"Açúcares quimicamente puros, com excepção de sacarose, glicose, lactose, maltose, frutose e","açúcares quimicamente puros, outros que a sacarose, lactose, maltose, glicose e frutose;. Éteres, acetais e ésteres de açúcares, e seus sais, excepto os produtos das posições 29.37, 29.38 ou 29,39",NULL
